poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct,new_poll_id
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,,,,,,195739,1010,rv,,rv,,3/28/24 15:15,,https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,2.0,865621
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,,,,,,195739,1010,rv,,rv,,3/28/24 15:15,,https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,2.0,865621
86565,1575,Leger,1436,The Canadian Press,Leger,572,Leger,2.0,0.0,Online Panel,9.0,,3/23/24,3/25/24,,,,,,,195756,786,lv,,lv,,3/29/24 10:49,,https://leger360.com/north-american-tracker/economic-recession-and-household-finances/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0,865650
86565,1575,Leger,1436,The Canadian Press,Leger,572,Leger,2.0,0.0,Online Panel,9.0,,3/23/24,3/25/24,,,,,,,195756,786,lv,,lv,,3/29/24 10:49,,https://leger360.com/north-american-tracker/economic-recession-and-household-finances/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,47.0,865650
86565,1575,Leger,1436,The Canadian Press,Leger,572,Leger,2.0,0.0,Online Panel,9.0,,3/23/24,3/25/24,,,,,,,195757,1000,a,,a,,3/29/24 10:49,,https://leger360.com/north-american-tracker/economic-recession-and-household-finances/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,37.0,865651
86565,1575,Leger,1436,The Canadian Press,Leger,572,Leger,2.0,0.0,Online Panel,9.0,,3/23/24,3/25/24,,,,,,,195757,1000,a,,a,,3/29/24 10:49,,https://leger360.com/north-american-tracker/economic-recession-and-household-finances/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,41.0,865651
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195524,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0,865600
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195524,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865600
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195524,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,12.0,865600
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195524,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,2.0,865600
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195524,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,2.0,865600
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195525,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,45.0,865601
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195525,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,50.0,865601
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195526,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Harris,16661,Kamala Harris,45.0,865601
86560,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,3/22/24,3/25/24,,,,,,,195526,1094,rv,,rv,,3/27/24 19:36,,https://www.foxnews.com/official-polls/fox-news-poll-half-voters-worse-off-2020,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,51.0,865601
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195465,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,48.0,865590
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195465,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,45.0,865590
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195466,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0,865591
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195466,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,39.0,865591
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195466,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,13.0,865591
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195466,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,3.0,865591
86559,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,3/21/24,3/25/24,,,,,,,195466,1407,rv,,rv,,3/27/24 14:09,,https://poll.qu.edu/poll-release?releaseid=3894,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,4.0,865591
86535,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/22/24,3/24/24,,,,,,,195238,5833,rv,,rv,TRUE,3/25/24 16:20,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0,865350
86535,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/22/24,3/24/24,,,,,,,195238,5833,rv,,rv,TRUE,3/25/24 16:20,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865350
86561,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Live Phone/Text/Online Ad,6.0,,3/20/24,3/24/24,,,,,,,195571,1000,lv,,lv,,3/28/24 09:16,,https://static1.squarespace.com/static/5db0ca668552dd5ab1168a91/t/660558beac7c5d39f39800e5/1711626430629/DM+March+polling+-+VI+-+032824.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,39.0,865610
86561,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Live Phone/Text/Online Ad,6.0,,3/20/24,3/24/24,,,,,,,195571,1000,lv,,lv,,3/28/24 09:16,,https://static1.squarespace.com/static/5db0ca668552dd5ab1168a91/t/660558beac7c5d39f39800e5/1711626430629/DM+March+polling+-+VI+-+032824.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865610
86561,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Live Phone/Text/Online Ad,6.0,,3/20/24,3/24/24,,,,,,,195571,1000,lv,,lv,,3/28/24 09:16,,https://static1.squarespace.com/static/5db0ca668552dd5ab1168a91/t/660558beac7c5d39f39800e5/1711626430629/DM+March+polling+-+VI+-+032824.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,7.0,865610
86561,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Live Phone/Text/Online Ad,6.0,,3/20/24,3/24/24,,,,,,,195571,1000,lv,,lv,,3/28/24 09:16,,https://static1.squarespace.com/static/5db0ca668552dd5ab1168a91/t/660558beac7c5d39f39800e5/1711626430629/DM+March+polling+-+VI+-+032824.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,1.0,865610
86561,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Live Phone/Text/Online Ad,6.0,,3/20/24,3/24/24,,,,,,,195571,1000,lv,,lv,,3/28/24 09:16,,https://static1.squarespace.com/static/5db0ca668552dd5ab1168a91/t/660558beac7c5d39f39800e5/1711626430629/DM+March+polling+-+VI+-+032824.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,2.0,865610
86536,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/21/24,3/23/24,,,,,,,195239,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0,865360
86536,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/21/24,3/23/24,,,,,,,195239,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865360
86537,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/20/24,3/22/24,,,,,,,195240,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0,865370
86537,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/20/24,3/22/24,,,,,,,195240,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865370
86522,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,5.0,,3/8/24,3/22/24,,,,,,,195170,1001,lv,,lv,,3/22/24 15:55,,https://www.activote.net/trump-vs-biden-march-2024/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,47.3,865220
86522,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,5.0,,3/8/24,3/22/24,,,,,,,195170,1001,lv,,lv,,3/22/24 15:55,,https://www.activote.net/trump-vs-biden-march-2024/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,52.7,865220
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195215,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,49.0,865270
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195215,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,51.0,865270
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195216,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,39.0,865271
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195216,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865271
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195216,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,17.0,865271
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195217,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0,865272
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195217,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865272
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195217,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,15.0,865272
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195217,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,2.0,865272
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,,,,,,195217,2271,rv,,rv,,3/25/24 09:53,,https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_Mar2024_KeyResults.pdf,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,2.0,865272
86538,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/19/24,3/21/24,,,,,,,195241,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0,865380
86538,1189,Morning Consult,,,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,3/19/24,3/21/24,,,,,,,195241,4000,rv,,rv,TRUE,3/25/24 16:21,,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,42.0,865380
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195264,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,47.0,865420
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195264,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,49.0,865420
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195265,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,40.0,865421
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195265,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0,865421
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195265,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Kennedy,31042,Robert F. Kennedy,10.0,865421
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195265,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,GRE,Stein,31116,Jill Stein,2.0,865421
86542,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,3/18/24,3/21/24,,,,,,,195265,1006,lv,,lv,,3/26/24 09:59,,https://echeloninsights.com/in-the-news/mar2024-verified-voter-omnibus/,,,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,West,31097,Cornel West,1.0,865421
86544,1205,Marist,,,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Texas,3/18/24,3/21/24,,,,,,,195269,1117,rv,,rv,,3/26/24 10:24,,https://maristpoll.marist.edu/polls/the-battleground-2024-texas/,,,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0,865440
86544,1205,Marist,,,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Texas,3/18/24,3/21/24,,,,,,,195269,1117,rv,,rv,,3/26/24 10:24,,https://maristpoll.marist.edu/polls/the-battleground-2024-texas/,,,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,55.0,865440
